puzzle_id,fen,key_moves,mate_in,rating,solution
GSNFs,rn4R1/pp4pk/6r1/3B2Qp/2pP2bP/2q3P1/P1P2P2/1K5R w - - 2 23,g8h8,4,1972,g8h8 h7h8 g5d8 h8h7 d8g8 h7h6 g8h8
aJsxQ,R4nk1/1p3r1p/p3b1p1/3p2N1/5P1Q/P2q2PP/8/6K1 w - - 0 34,a8f8,4,1732,a8f8 g8f8 g5e6 f8g8 h4d8 f7f8 d8f8
ZSy6P,3r3k/1b3q1p/pp2rP1Q/7N/P3pR2/4b3/1P4PP/5R1K w - - 5 32,h6g7,4,1245,h6g7 f7g7 f6g7 h8g8 f4f8 d8f8 g7f8q
zBYjY,1rb3k1/5p2/3p1Pp1/p1pP3p/2P1RQ2/P5K1/1q4PP/8 w - - 8 38,e4e8,4,1756,e4e8 g8h7 e8h8 h7h8 f4h6 h8g8 h6g7
K4TzO,1r3b2/6k1/pn1pB1p1/1p2n1P1/1P1q4/6K1/8/4Q2R w - - 6 40,h1h7,4,1511,h1h7 g7h7 e1h1 d4h4 h1h4 h7g7 h4h6
jTdGy,6k1/3b2p1/4pR1p/3pN3/2pP4/2q1P2Q/r1B3PP/2b3K1 w - - 0 29,f6f8,4,2088,f6f8 g8f8 h3f3 f8e7 f3f7 e7d6 f7d7
MXl8M,6k1/pR3rpp/5b2/8/8/1P2P1P1/q3BP1P/6K1 w - - 0 25,b7b8,4,1695,b7b8 f6d8 b8d8 f7f8 e2c4 g8h8 d8f8
t6IzT,8/1pk4p/3R2n1/2B2br1/1P6/2P2P2/r4P2/3R3K w - - 2 34,c5b6,4,1542,c5b6 c7b8 d6d8 f5c8 d8c8 b8c8 d1d8
LGAUV,3kr3/2R5/4p3/3pP3/3n1N1p/5PpP/1r4P1/2R3K1 w - - 11 41,c7c8,4,1625,c7c8 d8e7 c1c7 e7f8 f4g6 f8g8 c8e8
lJJfj,rn3rk1/pp3ppp/2b5/2p5/8/PQN1P1qP/1P3RP1/3R2K1 w - - 0 24,b3f7,4,1603,b3f7 f8f7 d1d8 c6e8 d8e8 f7f8 f2f8
XJ3d7,4r3/p4p1k/1p2pPp1/4P1Q1/2rp4/5KP1/5R2/1q6 w - - 0 33,f2h2,4,1661,f2h2 h7g8 h2h8 g8h8 g5h6 h8g8 h6g7
eQMib,3R1bk1/p4p1p/1p3Pp1/1q4P1/2r1QBK1/7P/P7/8 w - - 6 33,d8f8,4,2091,d8f8 g8f8 e4e7 f8g8 e7d8 b5e8 d8e8
PcxrE,3r2k1/1R2Q3/4p3/1p3p2/3P1Pn1/2P3BK/4q3/8 b - - 1 39,e2f1,4,1537,e2f1 h3h4 f1h1 g3h2 h1h2 h4g5 h2h6
OcosS,4Q3/Qp5k/4p2p/3p2pP/6qr/2P2R2/PP3K2/5R2 b - - 7 38,h4h2,4,1269,h4h2 f2e1 g4e4 a7e3 e4b1 e3c1 b1c1
wEJEk,5r1k/pp4p1/2b3p1/4Pp1P/4nP2/4P3/q2r2P1/2R1Q1KR w - - 0 25,h5g6,4,1511,h5g6 h8g8 h1h8 g8h8 e1h4 h8g8 h4h7
4YNFB,2R5/5pkn/3Np1bp/1p2P1p1/8/4P3/r5PK/8 w - - 4 46,d6e8,4,1207,d6e8 g7h8 e8f6 h7f8 c8f8 h8g7 f8g8
gUp4Y,1k4rr/RP3p2/3p3n/4p3/3P4/1B2PNpq/1P1N1P2/3Q1RK1 b - - 0 24,g3f2,4,2304,g3f2 g1f2 g8g2 f2e1 h3g3 f1f2 g3f2
cnFOS,r4rk1/1pq3pp/p1p3p1/3pb2n/8/P1NBP2P/1P1B2P1/2RQ1RK1 b - - 3 17,e5h2,4,1513,e5h2 g1h1 h5g3 h1h2 g3f1 h2g1 c7h2
sjfVL,2r5/1p2k1p1/p2qpr2/3p2Q1/8/1Bn1P3/P4PPP/R4RK1 b - - 6 22,c3e2,4,1626,c3e2 g1h1 d6h2 h1h2 c8h8 g5h4 h8h4
XEPb2,5rk1/5ppp/3r4/2q1N3/4nP2/1Q2p3/P5PP/1R2R2K b - - 3 25,e4g3,4,2394,e4g3 h2g3 d6h6 h1g1 e3e2 b3e3 c5e3
QgMXU,5rk1/1p3ppp/p7/1P1p4/P2b3q/5Q2/3n2PP/2R2R1K w - - 0 24,f3f7,4,1103,f3f7 f8f7 c1c8 h4d8 c8d8 f7f8 f1f8
RvNWl,6k1/p4p1p/4P1p1/8/Q2p1P1P/6PK/P2q4/2q5 w - - 0 40,a4e8,4,1443,a4e8 g8g7 e8f7 g7h6 f7f8 h6h5 g3g4
zKktg,4r1k1/2pNR3/3p2p1/3PB3/8/1q6/3r1PP1/2K5 w - - 8 37,e7e8,4,2248,e7e8 g8f7 e8f8 f7e7 e5f6 e7d7 f8d8
kWRSk,q7/PBb4k/2p1pn2/2Pp1p2/Q2P1P1n/2N1P2P/3B4/R5K1 b - - 0 41,a8g8,4,1661,a8g8 g1f1 g8g2 f1e1 h4f3 e1d1 g2d2
vNs3r,4r1rk/pp1q1p1p/2p2p2/5N2/1P1PN3/P4KPR/8/R7 w - - 1 31,h3h7,4,1817,h3h7 h8h7 a1h1 h7g6 h1h6 g6f5 h6f6
nkFG4,4r2k/2R2Qp1/1p5p/p5r1/4q3/8/PP4PP/6RK b - - 4 32,e4g2,4,1485,e4g2 g1g2 e8e1 f7f1 e1f1 g2g1 f1g1
bHt9v,5r2/R3Npk1/4p3/2Q3pp/3PP3/6PK/5q2/8 b - - 0 36,g5g4,4,1573,g5g4 h3h4 f2h2 h4g5 f7f6 g5f4 h2d2
9grZp,r1b2rk1/5ppp/1pN5/p1pp4/3Pn3/2P1P1P1/PP3PP1/2KR3R w - - 1 20,c6e7,4,1414,c6e7 g8h8 h1h7 h8h7 d1h1 c8h3 h1h3
HVxel,8/3N1pp1/1p2p1kp/3nP3/2pP2P1/6P1/P3K2P/8 w - - 1 34,d7f8,4,2084,d7f8 g6g5 e2f3 h6h5 h2h4 g5h6 g4g5
HfZjp,4r1k1/pbpp3p/1p3QpB/8/8/2P5/PPP2PPP/4rBK1 b - - 0 19,e1f1,4,1527,e1f1 g1f1 b7a6 c3c4 a6c4 f1g1 e8e1
3stfR,7k/7P/4p2K/4p3/4P1P1/1p3P2/8/1b6 w - - 0 47,g4g5,4,1510,g4g5 b1e4 f3e4 b3b2 g5g6 b2b1q g6g7
Wy5tG,5Q2/k1p5/p7/8/3pBp2/3P2q1/8/1b3K2 w - - 12 53,f8c5,4,2267,f8c5 a7b8 c5b4 b8c8 e4f5 c8d8 b4f8
iabi2,5r2/p3k3/1p2pq2/7Q/3P4/6R1/P1r2PPP/5RK1 b - - 4 26,f6f2,4,1550,f6f2 f1f2 c2c1 h5d1 c1d1 f2f1 d1f1
oFC5B,4r1k1/ppp4p/3p2p1/1N1P4/QPP1q3/5R2/P3r1PP/3R2K1 b - - 2 27,e4g4,4,2398,e4g4 f3g3 e2e1 d1e1 e8e1 g1f2 g4e2
8u28g,5r1k/2p5/1pQ1BqpN/8/1r2P3/8/5PPP/5RK1 b - - 0 26,f6f2,4,1243,f6f2 f1f2 b4b1 c6c1 b1c1 f2f1 c1f1
4WetW,2k2b1r/pppr3p/3p1p2/1P1P4/P1P5/8/5PPP/q1BQR1K1 w - - 0 18,e1e8,4,1225,e1e8 d7d8 d1g4 f6f5 g4f5 c8b8 e8d8
VI2Bq,5rk1/2RQ2b1/1p1p2p1/p2P1p2/5q2/3Pp2P/PP2P1B1/6K1 b - - 0 25,f4f2,4,1200,f4f2 g1h2 g7e5 h2h1 f2e1 g2f1 e1f1
3RK66,5rk1/5R1p/p3pBpP/8/4q3/1p4P1/2r2P2/1K1R4 w - - 3 33,f7g7,4,2168,f7g7 g8h8 g7g6 f8f6 d1d8 f6f8 d8f8
mZPQl,8/3Q4/3b1kp1/3p4/p2PbP2/1P2B3/P1P4r/R1K2R2 b - - 0 30,d6a3,4,1966,d6a3 c1d1 e4c2 d1e1 a3b4 e3d2 b4d2
MHit6,1k4nr/1ppR2pp/pb2p3/4Pb2/N1Q5/P3qBP1/1P5P/K7 w - - 9 26,d7d8,4,2334,d7d8 b8a7 d8a8 a7a8 c4a6 a8b8 a6b7
RuzHi,6k1/2p1npbp/1pnq2p1/4p3/1P6/1BPP1Q1P/1r3PP1/1N2R1K1 w - - 0 21,f3f7,4,1341,f3f7 g8h8 f7e8 g7f8 e8f8 e7g8 f8g8
VEITL,5r2/5pb1/4p2p/1R4p1/4BPk1/4P3/5PK1/8 w - - 0 40,e4f3,4,2143,e4f3 g4h4 b5b1 g5f4 e3f4 e6e5 b1h1
xXHiP,5rk1/1pp2pp1/8/4Nb1p/3P4/1P1pP2P/KP4P1/3R3R b - - 2 25,f8a8,4,1034,f8a8 a2b1 d3d2 e3e4 f5e4 e5d3 e4d3
SAeyX,2r5/1R1Q3p/p5pk/P4p2/3p3b/2q5/5PP1/4rR1K w - - 2 33,d7h7,4,1420,d7h7 h6g5 f2f4 g5g4 h7g6 h4g5 g6g5
efI4Q,2r2rk1/p6p/1pq1p1pP/1b1pB3/3PpR2/4P1Q1/PP3PP1/1K1R4 w - - 7 28,g3g6,4,2220,g3g6 h7g6 h6h7 g8h7 d1h1 h7g8 h1h8
fkeKn,6k1/5pbp/2p5/2Pp1ppQ/1P1q4/3r2P1/5P1P/R5K1 w - - 0 29,a1a8,4,1809,a1a8 g7f8 h5g5 d4g7 a8f8 g8f8 g5d8
r05lI,6k1/5p2/5Pp1/p6p/P2p1Q2/3P2PP/1qr5/4R1K1 w - - 2 32,e1e8,4,1255,e1e8 g8h7 e8h8 h7h8 f4h6 h8g8 h6g7
15TIm,2k5/pbp2Q2/1pnp4/4pN2/4P3/2PP3r/PP1q1r2/1K5R w - - 2 24,f7e8,4,1610,f7e8 c6d8 f5e7 c8b8 e8d8 b7c8 d8c8
qYerU,6r1/5p1p/7r/p4k2/7P/1p5K/b3R3/2R5 w - - 0 32,c1f1,4,1733,c1f1 f5g6 e2g2 g6h5 f1f5 g8g5 g2g5
e5Te7,r2q1r2/1p3p1k/p1n2bp1/3pp3/P2P4/3BPQ1P/1P1N1P2/R3K1R1 w Q - 0 20,f3h5,4,2350,f3h5 h7g8 d3g6 f7g6 h5g6 f6g7 g6g7
yhJHL,2k2r2/1pp4r/p7/6B1/2P1pn2/PP6/3P1PPP/3R1RK1 b - - 0 21,f4e2,4,1502,f4e2 g1h1 h7h2 h1h2 f8h8 g5h4 h8h4
DGpvF,5rk1/3n1ppp/p1N1p3/3p4/2pPnQ1N/2q3P1/6PP/5RK1 w - - 0 28,c6e7,4,1556,c6e7 g8h8 h4g6 f7g6 f4f8 d7f8 f1f8
BjVuw,5r1k/5rp1/p3p1Qp/3pPp2/2p2P2/1pq1PR1R/P5PP/6K1 w - - 0 30,h3h6,4,1118,h3h6 g7h6 g6h6 h8g8 f3g3 f7g7 g3g7
FiwvP,4kr2/p1p1r1Rp/1p1p4/3n3q/1P1NpP1P/P1Q4K/1B6/8 w - - 2 34,c3c6,4,2237,c3c6 e8d8 d4e6 d8c8 c6a8 c8d7 e6f8
8wmOQ,3r2k1/5ppp/1Q1b4/3p4/5P2/2N2bPq/P4B1P/4R1K1 w - - 3 24,b6d8,4,1650,b6d8 d6f8 d8f8 g8f8 f2c5 f8g8 e1e8
hxuh1,2kr4/ppp5/5q1p/5p2/2B2Pp1/4P1P1/PPQr2P1/K1R5 w - - 1 29,c4e6,4,1164,c4e6 c8b8 c2c7 b8a8 c7c8 d8c8 c1c8
RVLyb,r1b2k2/5ppp/p4n2/3p4/P2Q4/3B1PbP/6Pq/2R1RK2 w - - 3 29,d4c5,4,1754,d4c5 g3d6 c5c8 a8c8 c1c8 f6e8 e1e8
0LQm2,r5k1/5Npp/4Q1P1/3p4/2pPn3/2n5/6PP/2q1BRK1 b - - 0 35,c3e2,4,2275,c3e2 g1h1 e4f2 f1f2 c1e1 f2f1 e1f1
wbiUR,k2r1r2/p5p1/7p/4p3/PQNq4/8/1P3RPP/5RK1 b - - 4 28,d4f2,4,1621,d4f2 f1f2 d8d1 b4e1 d1e1 f2f1 e1f1
FSzEn,8/1p2pk2/5pp1/8/2PP1Pq1/1P2R1Pr/P5K1/4R3 w - - 0 39,e3e7,4,996,e3e7 f7g8 e7e8 g8h7 e1e7 h7h6 e8h8
rv02Q,1k1r4/1p1qpp2/R2p1n2/1NpP1p1p/2P1nP1P/1Q3r2/PP6/2KR4 w - - 0 25,a6a8,4,1498,a6a8 b8a8 b3a4 a8b8 a4a7 b8c8 a7a8
iZLpn,r4rk1/1p3ppp/p2p4/3N4/1P2Pb2/5B1q/P4P2/2RQR1K1 b - - 5 21,f4h2,4,1829,f4h2 g1h1 h2g3 h1g1 h3h2 g1f1 h2f2
WoiZg,3k1r2/ppp1b2Q/4b3/3Np3/4P3/3P4/PPP3PP/6K1 b - - 0 20,e7c5,4,1017,e7c5 d3d4 c5d4 d5e3 d4e3 g1h1 f8f1
kfPh9,r3r3/p4pk1/2pP1n2/4p1q1/1PB1P3/2N2P1n/P6Q/R5RK b - - 1 30,h3f2,4,1715,h3f2 h2f2 e8h8 f2h2 h8h2 h1h2 a8h8
Pt9Rq,1k1b3r/1p1q2p1/1p1P2p1/1N2n3/Q7/7r/PP3PB1/2R2RK1 b - - 1 24,h3h1,4,2066,h3h1 g2h1 h8h1 g1h1 d7h3 h1g1 e5f3
tImI1,2r2rk1/p2R3p/1pQ3p1/5p2/4pP2/1qP3R1/6PP/6K1 w - - 2 27,g3g6,4,1682,g3g6 g8h8 d7h7 h8h7 g6h6 h7g8 c6g6
QyMwL,7r/5k2/p2R1p2/4pPb1/8/Pr6/1P4KP/3R4 w - - 0 37,d6d7,4,1037,d6d7 f7g8 d7d8 g8h7 d1d7 h7h6 d8h8
OKwDo,6k1/4qppp/b7/1p1P4/6Nr/3B2QP/5PP1/4b1K1 w - - 2 38,g4f6,4,2250,g4f6 g8h8 g3b8 a6c8 b8c8 e7d8 c8d8
z6849,1r3rkb/4pp2/3p1npP/p2P1PN1/4P2Q/2qnB3/P5B1/5RK1 w - - 0 33,h6h7,4,1870,h6h7 g8g7 g5e6 f7e6 h4h6 g7f7 h6g6
tl560,8/p7/2r5/6pp/1P2Pk2/P2Q1P1K/2r4P/R2BR3 b - - 1 40,g5g4,4,1184,g5g4 f3g4 h5g4 d1g4 c6h6 g4h5 h6h5
GYhZa,4r3/pp2r3/2pb4/3p4/3P1pR1/P1N1PK1k/1P2R3/8 w - - 0 34,e2h2,4,2163,e2h2 h3h2 g4h4 h2g1 c3e2 g1f1 h4h1
qHPUA,1rr3k1/1pR2pp1/p3b2p/4q3/7Q/3BP2P/1P3PP1/2R3K1 w - - 1 24,c7c8,4,964,c7c8 b8c8 c1c8 e6c8 h4d8 e5e8 d8e8
zY5YI,4rbk1/6pp/r3p3/3pP1B1/p4Q1P/qp2P1P1/1p3R2/1K3R2 w - - 0 32,f4f7,4,1659,f4f7 g8h8 f7f8 e8f8 f2f8 a3f8 f1f8
wrDf8,2r4k/p6p/8/4p3/Q3P2q/3P2rP/PPP2RP1/5R1K b - - 2 26,g3h3,4,1449,g3h3 g2h3 h4h3 h1g1 c8g8 f2g2 h3g2
CiSTJ,8/p1q1kppp/4p1b1/1QP5/P2P4/2P4P/1R3PKb/5R2 b - - 0 26,g6e4,4,1597,g6e4 f2f3 c7g3 g2h1 e4f3 f1f3 g3g1
X5H89,2rqrk2/3n1p2/b4P1p/p3p1Bp/PpppP1N1/3P2R1/BPP3PP/R5K1 w - - 0 26,g5h6,4,1354,g5h6 f8g8 g4e5 g8h7 g3g7 h7h8 e5f7
1q16c,5r1k/7p/p4p2/4pN2/6PB/7K/2rp3P/1R6 w - - 2 45,h4f6,4,1059,h4f6 f8f6 b1b8 c2c8 b8c8 f6f8 c8f8
7mcjg,5r1k/1p3rp1/pq1p1pQp/3P4/4P2R/1p3R2/1P4PP/5K2 w - - 0 29,h4h6,4,1220,h4h6 g7h6 g6h6 h8g8 f3g3 f7g7 h6g7
oeuoa,5k1r/p4ppp/Q3p3/1B6/3P3q/2r2P2/P3K1R1/8 w - - 0 29,a6d6,4,1401,a6d6 h4e7 d6b8 c3c8 b8c8 e7d8 c8d8
M2EpC,r2q2k1/pp2rRp1/2p3Bp/3p4/6QP/2P3P1/P1P3P1/6K1 w - - 1 25,g6h7,4,2004,g6h7 g8f7 g4f5 f7e8 h7g6 e7f7 f5f7
xuqfn,r1bR4/pp5k/4p1pp/2b2q2/4Q3/8/6PP/3R3K w - - 2 28,e4b7,4,2186,e4b7 c8b7 d1d7 c5e7 d7e7 f5f7 e7f7
OPZBj,6k1/pp2q1p1/2pbr1P1/3p1rB1/3Pn3/2P4R/PP4PP/3Q2K1 w - - 0 29,h3h8,4,1745,h3h8 g8h8 d1h5 h8g8 h5h7 g8f8 h7h8
bA4jM,5rk1/pp3ppp/4p3/3rq3/8/5Q2/P5PP/2R2RK1 w - - 2 23,f3f7,4,1460,f3f7 f8f7 c1c8 d5d8 c8d8 f7f8 f1f8
QqHIt,rn4k1/pp3ppp/2p5/2qp4/5Bn1/1P6/P1P1QPPP/4R1K1 w - - 0 20,e2e8,4,1628,e2e8 c5f8 e8f8 g8f8 f4d6 f8g8 e1e8
o2wz4,5r1k/1pp1b1pp/p2p1r2/4p3/PPQPPn2/2P1B2q/3N1P1N/R5RK b - - 2 22,h3h2,4,2214,h3h2 h1h2 f6h6 h2g3 h6h3 g3g4 h7h5
PBRJD,r6k/pp4p1/6r1/6qp/2QPp3/8/P4RPP/5RK1 w - - 0 24,f2f8,4,1001,f2f8 a8f8 f1f8 h8h7 c4g8 h7h6 g8h8
gfcxL,1r5r/2p4p/1q1pR3/8/3Q2Pk/8/P6P/5RK1 w - - 1 27,e6h6,4,1916,e6h6 h4g5 h6h5 g5g6 f1f6 g6g7 h5g5
cXOoG,r3qr2/bppnn2k/p3bp1N/4p2Q/4P3/2P3NP/PPB2PP1/R3K2R w KQ - 3 19,h6f7,4,2016,h6f7 h7g7 h5h6 g7g8 h6h8 g8f7 h8h7
ggPOw,r1bq4/pp2kpp1/2pNp3/4P1p1/1Q1P1n1r/8/PPB2PPP/R4RK1 b - - 7 17,f4e2,4,1436,f4e2 g1h1 h4h2 h1h2 d8h8 c2h7 h8h7
Zk9ZO,r4k2/4q1pR/p1n1b1P1/1p2p1p1/4P3/bP3rP1/P1P2P2/1K1R3Q w - - 2 26,h7h8,4,1814,h7h8 e6g8 h8g8 f8g8 h1h7 g8f8 h7h8
VennX,1r3rk1/pbp2p1p/p3p2p/4N2Q/1b2P3/1PPR4/P2K1PPP/7q w - - 1 16,d3g3,4,2177,d3g3 g8h8 e5f7 f8f7 h5e5 f7f6 e5f6
eLc6l,8/6Rp/p2p4/3Pp2k/4P3/4NKP1/q7/2q5 w - - 0 42,g3g4,4,1916,g3g4 h5h4 e3f5 h4h3 g7h7 c1h6 h7h6
bkSdG,6k1/R5p1/1pp1b2P/4n3/8/2qp3P/2P5/3Q3K w - - 0 28,h6h7,4,2126,h6h7 g8h8 a7a8 e6c8 a8c8 h8h7 d1h5
mzk6e,8/5p2/1R1p3r/2pPp1k1/4K3/2N5/8/8 b - - 9 44,h6h3,4,2588,h6h3 b6d6 f7f5 e4e5 h3e3 c3e4 e3e4
IMeIC,2r2rk1/pb1p2pp/1p2pq2/8/P5Q1/8/1P3PPP/RBB2RK1 b - - 2 20,f6f2,4,1806,f6f2 f1f2 c8c1 g4d1 c1d1 f2f1 d1f1
nbSaB,6k1/p1q2p2/6p1/3P1bP1/2BK1P2/1PR5/4Q3/8 b - - 2 67,c7b6,4,2404,c7b6 d4e5 g8g7 b3b4 f7f6 g5f6 b6f6
KxOfF,2r2rk1/pR1R2pp/4p3/4p2P/4P2B/4b3/PPB4P/1K6 b - - 0 29,f8f1,4,864,f8f1 h4e1 f1e1 d7d1 e1d1 c2d1 c8c1
K6vof,r1r5/p4Qpk/7p/3p1RP1/7P/1p3RK1/1Pq5/8 w - - 1 36,g5g6,4,1254,g5g6 h7h8 f7f8 c8f8 f5f8 a8f8 f3f8
O2Zm7,8/6kp/6p1/3q4/P4Q1P/6PK/5P2/8 b - - 2 46,d5h1,4,1352,d5h1 h3g4 h7h5 g4g5 h1d5 f4e5 d5e5
ashnb,3r4/1p1kn2q/2pb4/P7/8/4BN2/4QP2/R3R1K1 b - - 2 35,d8g8,4,1517,d8g8 e3g5 g8g5 f3g5 h7h2 g1f1 h2h1
s9OJ8,8/p7/5ppk/2N4p/1PR1P1PK/7P/1r3rP1/6R1 b - - 0 33,f2g2,4,2186,f2g2 g1g2 b2g2 c5e6 g6g5 e6g5 f6g5
hPAQ1,5rk1/R2Q1ppp/8/8/2pb4/3nq1P1/1P4KP/5R2 w - - 0 37,d7f7,4,1460,d7f7 f8f7 a7a8 e3e8 a8e8 f7f8 f1f8
pKtUu,2Q3nk/p5pp/6p1/2BB4/6P1/5K2/P4P1q/3Rr3 b - - 3 33,h2h3,4,1995,h2h3 f3f4 g6g5 f4g5 h3h6 g5f5 h6f6
5EQkI,r1bqrnk1/pp1nb1p1/2p2p1p/3pN3/3P1P2/2NBP1R1/PPQ3PP/R5K1 w - - 0 16,d3h7,4,2213,d3h7 f8h7 g3g7 g8g7 c2g6 g7h8 e5f7
sC7Xp,rn5k/p1b3p1/1pp2B1p/8/1P6/P2QPPqP/6P1/3R1RK1 b - - 0 26,g3h2,4,1162,g3h2 g1f2 c7g3 f2e2 h2g2 f1f2 g2f2
t1IPL,2b1Q3/7k/pp1B2pp/2p1P3/2P5/6KP/PP3Q2/7q b - - 0 40,h1h3,4,1809,h1h3 g3f4 g6g5 f4e4 c8b7 e8c6 b7c6
rvoZn,5rk1/1p3p1p/p2p2p1/4b1qN/8/P2b1QPP/1P5K/2R2R2 w - - 0 22,f3f7,4,2108,f3f7 f8f7 c1c8 g5d8 c8d8 f7f8 f1f8
fBKwq,r2q1rk1/pppbb1pp/2n2B2/5pN1/2p1pP2/NP2P3/P1PP2PP/R2Q1RK1 w - - 0 12,d1h5,4,1829,d1h5 h7h6 h5g6 f8f6 g6h7 g8f8 h7h8
9NVXk,r4r1b/pp3p1k/1q3Pp1/8/3p4/3BnQ1P/PPP3P1/R4R1K w - - 0 21,f3h5,4,1750,f3h5 h7g8 d3g6 f7g6 h5g6 h8g7 g6g7
syohF,8/6k1/1n1p1pP1/2pP1P2/2q1P3/Q4KP1/8/8 w - - 0 50,a3a7,4,1168,a3a7 b6d7 a7d7 g7h6 d7h7 h6g5 h7h4
HpABT,rnb1kb1Q/3p3p/2p3pB/8/pp1Pq3/P7/BPP2PPP/RN3K1R b q - 1 14,c8a6,4,1907,c8a6 c2c4 b4c3 a2c4 a6c4 f1g1 e4e1
t2udr,5Q2/3k1pB1/p5bp/6p1/1P6/P3q1P1/6KP/5R2 b - - 2 29,g6e4,4,1711,g6e4 g2h3 g5g4 h3g4 e3g5 g4h3 g5h5
h6zPm,6k1/5p1p/3r1np1/1q6/8/2Q2B2/P2R1PPP/6K1 b - - 0 39,b5b1,4,1326,b5b1 f3d1 b1d1 d2d1 d6d1 c3e1 d1e1
YxpkD,r2q2k1/pbpn2p1/1p2prB1/3nP1pQ/3P4/6P1/PP3P1P/R4RK1 w - - 2 18,h5h7,4,1278,h5h7 g8f8 h7h8 f8e7 h8g7 f6f7 g7f7
KXuBT,2k5/ppp2Bpp/8/q1b1p3/8/1QP1PP1P/P1K3P1/3r4 w - - 0 20,b3e6,4,1323,b3e6 d1d7 e6e8 d7d8 f7e6 c8b8 e8d8
izVGB,rn3r1k/pp2b2p/2p2ppQ/5b2/2B1N2B/qP6/2K2PPP/3R3R w - - 2 22,h6f8,4,2160,h6f8 e7f8 h4f6 f8g7 d1d8 a3f8 d8f8
n49a3,r1r3k1/pp2bpp1/2n1p2R/3pP3/3P2Q1/3BP3/P4KPP/RNq5 w - - 3 19,h6h8,4,1658,h6h8 g8h8 g4h5 h8g8 h5h7 g8f8 h7h8
vdu58,4n2k/p1p1r2p/1p6/2p3p1/2BPP1n1/P1P3Pq/3B2NP/2R2RK1 w - - 1 27,f1f8,4,1604,f1f8 h8g7 f8g8 g7h6 d2g5 h6h5 g2f4
UfrnC,1r4kr/2b5/p6p/1p2pQ1N/1P3p2/2P5/P3q1PP/7K w - - 11 35,f5g6,4,2076,f5g6 g8f8 g6g7 f8e8 h5f6 e8d8 g7d7
ncHk6,8/R6R/5k2/8/P1r4P/6K1/3r4/8 b - - 0 49,c4c3,4,1952,c4c3 g3g4 d2d4 g4h5 c3c5 h5h6 d4h4
EtAtj,2Q5/3p1p2/3Bbpkp/6p1/p7/1q3P1P/6PK/8 w - - 3 39,c8g8,4,2052,c8g8 g6h5 g2g4 e6g4 h3g4 h5h4 d6g3
hccfF,6k1/pp1rnp1p/4r1pB/2QpPq2/P2P1n2/1B3P2/5P2/2R2RK1 w - - 11 26,c5c8,4,850,c5c8 e7c8 c1c8 d7d8 c8d8 e6e8 d8e8
Yb5H6,4r1rk/Qp6/7p/3p1p2/3P4/1N6/3Nq1PP/6RK b - - 0 30,e2g2,4,1487,e2g2 g1g2 e8e1 d2f1 e1f1 g2g1 f1g1
QsJum,5qk1/pp3rp1/2p4Q/8/2N3R1/2PP2P1/PP3PK1/6n1 b - - 2 33,f7f2,4,973,f7f2 g2g1 f2f1 g1h2 f8f2 h2h3 f1h1
Q9l1Z,2r4k/p4pp1/2r1p2p/1P2P3/3RR3/P7/1B4PP/7K b - - 0 29,c6c1,4,632,c6c1 b2c1 c8c1 d4d1 c1d1 e4e1 d1e1
62Kvn,3r1rk1/8/p3p1p1/3P4/2N2q2/1P6/5P1R/Q3K3 w - - 0 31,h2h8,4,2308,h2h8 g8f7 h8h7 f7e8 a1a4 d8d7 a4d7
iVOVm,8/8/7p/5pp1/5k2/3K3P/2p2PP1/1bN5 w - - 6 38,d3d4,4,2226,d3d4 g5g4 h3h4 g4g3 f2f3 h6h5 c1e2
xeQk2,2k5/7p/b3p1p1/8/pQ3R2/PpP3P1/1P2qPKP/8 b - - 5 41,e2f1,4,2680,e2f1 g2f3 f1d1 f3e4 d1d5 e4e3 d5d3
GJThc,2r4k/2r1qpp1/p3p2p/1p1pn3/3N3R/2P4R/P1Q2PPP/6K1 w - - 0 26,h4h6,4,1162,h4h6 g7h6 h3h6 h8g7 c2h7 g7f8 h7h8
RDk9r,r1b2rk1/pp3pbp/2p3pB/8/4B3/5Q2/PqP3PP/3R1R1K w - - 2 19,f3f7,4,1915,f3f7 f8f7 d1d8 g7f8 d8f8 f7f8 f1f8
CBb9n,r5k1/pp3rp1/1npBP3/2N2q1p/3P1n1Q/P7/1P3PpP/2R1R1K1 b - - 0 28,f4h3,4,1982,f4h3 g1g2 f5f3 g2f1 f3f2 h4f2 f7f2
18AIY,2r3k1/6p1/1Q5p/3b4/1P1P4/P5P1/5r1P/4RRK1 b - - 4 35,f2g2,4,1638,f2g2 g1h1 g2g3 e1e4 d5e4 f1f3 e4f3
XWv7Z,r3r1k1/5p2/2p4Q/pp1p3p/3P4/2PB1P1P/PP3PK1/4q3 w - - 3 33,d3h7,4,1689,d3h7 g8h8 h7g6 h8g8 h6h7 g8f8 h7f7
WfktV,7r/1b3pk1/4p1p1/1Qp1PnP1/5P2/2B5/PP6/R3R1K1 b - - 0 30,h8h1,4,1842,h8h1 g1f2 h1h2 f2f1 f5g3 f1g1 h2g2
Oxmh5,5rk1/R2Q1ppp/1q4r1/3pP3/2pP4/2b5/1P3RPP/6K1 w - - 0 30,d7f7,4,1449,d7f7 f8f7 a7a8 b6d8 a8d8 f7f8 f2f8
